#Date,Amer Sports A,Cargotec,Elisa,Fortum,Huhtamaki,Kesko B,Kone,Konecranes,Metso,Metsa Board B,Neste,Nokia,Nokian Renkaat,Nordea,Orion B,Outokumpu,Outotec,Sampo A,Stora Enso R,Telia,Tieto,UPM-Kymmene,Valmet,Wartsila,YIT
2015-01-16,0.962,2.132,-0.81,2.316,2.76,5.791,1.928,2.07,3.101,0,2.877,0.93,2.012,1.484,0.439,3.941,3.86,1.399,1.574,1.098,1.461,1.685,-0.653,1.761,2.714
2015-01-19,4.193,3.033,2.749,3.113,1.646,-8.519,3.343,1.352,3.74,-0.836,0.271,1.612,3.748,1.253,4.299,2.81,1.14,2.057,0.581,0.543,0.511,0.898,4.225,0.838,1.646
2015-01-20,-0.366,-0.191,1.965,1.921,0.128,1.344,-1.78,-2.982,0.235,0.644,0.315,-0.227,0.238,0.774,-0.454,0,3.549,0.344,0.77,0.45,0.739,-1.369,0.45,-0.161,2.897
2015-01-21,0.184,0.421,0.164,1.939,-0.383,0.884,1.915,-0.607,0.899,0.639,-1.345,1.211,3.461,0.102,-2.105,3.688,2.923,0.465,3.185,0.09,-0.917,1.735,-0.09,2.739,2.899
2015-01-22,1.71,1.068,0.901,-0.792,-0.128,0.657,3.357,3.051,2.635,-0.635,-0.955,3.59,4.72,4.192,3.907,5.126,2.253,2.512,-0.309,0.806,1.806,2.66,-0.18,2.457,7.243
2015-01-23,0.901,2.075,2.718,1.225,2.439,2.208,1.794,3.553,3.624,5.777,7.71,2.383,2.582,0.981,0.793,1.095,5.364,2.236,2.167,1.865,1.455,2.126,2.878,4.337,3.846
2015-01-26,0.238,4.806,0.79,1.052,2.172,0.091,3.024,1.982,0.692,2.231,3.11,0.141,-2.005,0.68,1.403,2.461,-0.182,0.442,3.636,0.61,0.179,2.668,2.098,0.685,-1.626
2015-01-27,-1.188,-3.069,-1.724,-1.406,-1.676,-1.976,-1.548,-1.121,-5.137,-0.408,-0.826,-0.423,-2.351,0.29,-0.81,-8.588,-6.284,-1.436,-2.573,-0.347,-2.506,-2.978,-3.339,-2.938,-4.959
2015-01-28,1.743,1.528,-1.276,1.056,0.541,0.341,0.235,1.021,1.259,4.975,0.292,1.132,-0.134,7.603,0.987,-0.168,-0.777,2.491,1.801,-1.739,0.826,0.718,-1.683,2.577,-1.256
2015-01-29,-1.359,-0.932,-0.121,-0.731,-0.496,-0.309,-5.504,-0.636,-0.603,-1.131,2.243,-3.846,-2.545,1.521,-0.438,-4,-1.077,-1.399,0.295,-1.416,1.502,-0.195,1.081,-3.098,-2.192
2015-01-30,1.078,2.677,-4.691,-0.526,0.956,0.341,-0.991,1.733,2.008,1.539,-0.447,-0.436,0.275,-0.441,-1.151,5.307,1.485,-0.186,1.235,-2.065,-2.377,1.3,1.604,3.524,3.341
2015-02-02,0.355,-1.868,0,-1.376,0.206,-0.494,-0.951,1.148,-1.523,0.738,-1.429,-1.899,1.827,1.681,-4.142,0.416,3.415,0.07,-3.02,-1.008,0.23,-1.604,0.614,-1.337,1.549
2015-02-03,0.354,1.58,-0.891,0.644,-1.109,0.279,0.632,1.647,3.734,-2.044,3.271,1.787,6.057,1.393,0.214,4.106,1.887,1.071,2.754,2.407,-0.458,3.651,-2.18,1.281,3.432
2015-02-04,1.471,2.616,0,6.183,-1.205,-0.433,-0.251,6.842,-0.909,-0.768,-3.929,0,1.523,-2.918,-4.134,-2.709,0.926,-0.092,-4.138,-0.09,-0.368,-0.063,-3.119,-0.681,0.276
2015-02-05,7.652,3.341,0.171,0.954,1.85,2.705,3.399,5.123,4.954,2.5,-1.461,0.658,11.333,0.265,5.019,3.808,4.587,0.3,2.675,0.543,9.75,1.636,4.6,1.347,-0.919
2015-02-06,0.7,1.533,0.385,-0.298,-0.413,-1.695,-0.463,1.924,-1.713,2.245,-2.414,-0.509,-0.15,1.675,0.142,-3.274,3.509,0.483,-0.592,-0.27,-0.421,1.053,1.143,0.628,-0.742
2015-02-09,-2.032,-0.854,0.213,-1.347,-1.783,-0.708,-2.153,-0.692,-0.676,-0.17,-2.691,-2.484,-2.061,-2.082,-1.237,0.408,-3.644,-1.83,-1.668,-0.361,-2.791,-0.858,2.87,-0.456,6.168
2015-02-10,2.183,1.954,1.189,0.455,1.351,-0.186,-1.1,-1.806,-1.827,4.608,-1.695,3.221,1.339,1.86,0.608,-1.747,-0.44,0.023,1.272,0.996,1.566,0.927,1.183,-0.458,0.704
2015-02-11,0.748,2.728,-0.378,0.201,0.791,0.87,-0.101,-0.645,-1.824,3.154,0.408,0.798,-1.775,-1.826,-0.391,-0.289,-3.975,0.186,-1.017,-2.601,-1.884,-0.429,0.919,-1.139,-1.136
2015-02-12,1.113,1.676,-0.211,-0.703,-1.033,0.031,0.987,1.136,2.415,0.176,-1.446,0.576,6.344,-0.797,0.036,14.428,1.196,1.163,1.208,0.368,-0.262,1.107,0.662,2.084,3.625
2015-02-13,0.577,-0.435,-1.014,-1.619,6.597,2.741,1.102,0.289,0.508,-1.702,1.421,1.074,-0.325,1.786,2.035,7.609,-0.273,0.759,0.776,1.284,1.663,0.608,-6.908,0.312,2.389
2015-02-16,-0.678,-0.187,0.64,0.411,-0.431,1.019,-0.694,0.448,1.155,0.339,0.452,-0.142,-1.342,0.088,-0.7,-0.926,-1.55,-0.479,-1.007,0.272,0.732,-0.484,-0.442,-1.844,-0.167
2015-02-17,-0.157,0.094,0.085,1.075,-0.905,0.089,-0.175,-1.211,-0.107,0,0.54,0.142,-1.14,0.351,0.352,-1.02,-0.278,0.023,0.359,-1.536,-0.598,-0.486,1.952,-0.561,0
2015-02-18,0.841,1.313,0.762,0.253,1.628,0.178,0.475,2.484,1.072,0.694,1.164,0.567,0.409,0.961,-0.351,-0.429,2.321,0.092,1.491,0.367,1.118,1.526,1.131,1.57,-1.252
2015-02-19,-0.365,-0.771,-0.042,-0.404,1.133,0.74,-0.025,-0.346,0.212,0.353,-0.31,0.352,-2.519,-0.346,-0.846,-0.259,-1.089,0.71,0.118,0,-0.893,0,1.463,-0.87,-2.79
2015-02-20,0.471,1.461,0.252,-1.065,1.197,0.617,0.498,-0.79,-0.212,-0.528,-0.666,-0.14,2.926,1.042,1.279,1.296,0.734,-0.091,1.115,0.366,0.172,1.022,-1.187,0.634,-0.435
2015-02-23,0.313,-0.061,0.252,1.333,1.374,1.606,0.916,-1.114,0.247,1.203,1.251,-0.562,-1.883,0.859,2.596,0,0.638,1.183,0.174,-0.911,1.499,-0.119,0.429,0.605,-0.699
2015-02-24,0.727,0.245,0.418,3.087,0.678,-0.287,-1.497,-0.225,1.305,0.35,4.369,0.071,0.715,1.022,-0.239,2.901,-0.633,0.54,2.028,0.735,-0.169,1.549,-0.085,0.65,0.792
2015-02-25,0.258,-1.04,0.167,-0.589,-0.748,-0.259,2.043,0.904,-1.636,-1.533,-0.761,0.636,-2.615,0,-0.103,-1.244,-1.002,0.179,-1.193,1.004,0.211,-0.763,-0.855,-1.076,-0.175
2015-02-26,0.257,1.669,0.707,0.099,-0.904,0.809,1.563,-0.416,1.238,0.867,-1.406,0.632,0.882,0.675,0.275,-0.336,0.644,0.022,-0.23,0.903,0.211,-0.355,1.639,-0.121,1.399
2015-02-27,-0.205,-0.061,0.413,0.444,0.418,1.347,-1.01,-0.482,0.489,2.632,0.648,0.209,0.57,0.67,-0.445,-1.264,-1.371,0.692,-1.152,1.164,0.168,-0.475,0.085,-1.96,-3.793
2015-03-02,0.103,0.395,0.37,-0.393,-0.265,0.141,0.826,-0.258,0.383,-0.342,0.816,0.905,-0.189,0.333,-0.584,-0.171,-0.278,-0.399,0.35,0.265,-0.126,0.716,0.933,-0.667,0.358
2015-03-03,-1.797,-1.212,-0.287,-0.394,-0.152,-1.836,-1.758,-1.65,-1.871,-2.401,-2.172,-0.621,-0.909,-0.829,0.069,0.256,-0.186,-0.356,1.51,-0.177,-1.767,0.237,-1.849,-1.839,0
2015-03-04,-0.314,-0.123,0.658,0.396,-0.494,-0.892,-1.765,-0.23,-1.871,0.176,1.306,0.763,1.109,0.669,-0.657,0.085,-1.769,0.156,-0.572,0.354,-0.171,-0.768,0.086,0.253,-1.786
2015-03-05,2.202,2.549,1.062,0.838,-0.65,1.335,0.898,1.022,1.511,1.93,0.043,0.895,-0.34,0,-0.522,4.089,2.559,1.338,1.841,0.881,-1.802,2.44,1.796,1.01,0.273
2015-03-06,0.872,-0.539,-0.687,-0.342,4.231,-0.172,0.297,1.599,0.638,-0.688,-0.558,-0.068,-0.417,0,0.455,17.921,3.327,0.858,1.017,-1.31,0.044,1.278,-1.261,-1.525,1.451
2015-03-09,0.305,0.482,-1.058,2.11,-0.59,0.832,-1.011,-0.835,-0.669,-3.64,1.08,-1.025,0.305,0.748,-1.323,4.094,-1.431,0.131,1.23,-0.265,0.437,1.32,-1.957,-0.127,0.089
2015-03-10,-0.051,0.42,-0.905,0.817,2.71,-2.049,-0.797,0.097,-2.411,5.576,-0.94,-1.173,-2.924,-0.907,-0.494,-1.867,-0.181,0.545,-1.602,0.355,-1.522,-0.396,-3.125,-1.042,-2.5
2015-03-11,1.979,1.611,2.946,0.334,3.542,0.784,1.632,-0.162,0.654,2.044,-0.129,2.654,2.269,2.413,0.603,4.62,-1.182,1.192,3.537,2.564,1.192,2.331,-0.179,1.053,0.733
2015-03-12,0.846,-1.233,-0.766,0.998,0.838,-0.375,-0.099,0.259,-0.325,0.501,0.691,-1.156,-0.077,-0.812,0.599,-3.831,6.716,0.6,-0.705,-0.517,-1.309,-0.667,3.411,-0.127,-0.545
2015-03-13,-2.319,0.297,0.162,-2.399,0.485,0.463,-0.025,-0.679,0.471,-1.495,0.772,0.413,1.378,-0.328,1.261,-0.338,0,-0.106,0.109,0.26,0.796,0.112,0.694,0.738,-0.457
2015-03-16,0.253,-0.03,-0.081,-3.759,0.62,5.444,0.47,1.4,0.433,1.18,3.831,0.754,1.133,1.643,0.692,2.1,-0.345,0.576,2.891,0.778,1.447,3.352,-1.034,0.328,-0.735
2015-03-17,-0.302,-0.148,0.649,-0.3,-0.787,1.612,1.871,2.376,-0.323,0,0.861,-1.293,-0.075,-0.728,0.206,-3.782,1.038,-0.805,-0.371,0.6,0.605,-0.216,-1.22,0.025,0.185
2015-03-18,-0.808,-0.653,-0.968,0.352,0.138,3.387,1.547,-1.411,0.288,-1.167,-0.935,0.345,-0.037,-0.733,-2.263,-0.138,-1.884,1.325,-0.16,-0.938,0.215,-0.108,-1.146,2.442,-1.57
2015-03-19,1.783,0.598,0.448,0.851,-0.276,0.364,0,1.59,1.221,0.506,1.354,0.618,2.355,1.887,1.052,2.831,1.047,0.19,0.267,0.947,0.429,0.597,5.174,1.647,-1.782
2015-03-20,0.651,1.516,0.324,-0.149,0.449,4.819,0.952,0.501,1.88,-0.168,1.174,-0.341,2.009,-5.636,0.764,0.672,1.9,1.515,2.073,0.171,-3.8,0.216,0.339,1.378,-2.961
2015-03-23,-0.448,0.059,0.606,0.646,-0.516,-0.247,-0.495,0.81,2.019,-1.008,-0.2,-1.164,-2.005,-1.28,-0.103,-0.801,0.424,-0.829,-0.833,-0.426,-0.533,0.592,-2.029,1.192,1.673
2015-03-24,1.449,2.311,0.964,-0.988,-0.035,-0.198,0.782,1.329,0.205,1.698,-0.401,1.663,1.06,-0.086,-0.034,3.564,0,0.606,0.263,-0.085,0.134,-0.749,0.518,0.636,0.29
2015-03-25,-1.034,-0.286,0.994,-0.299,-0.311,-0.72,-0.235,-0.701,-0.034,-2.003,1.047,-1.636,-0.868,-0.779,-5.795,0.714,0.084,-0.478,-1.781,1.283,-1.248,-1.347,1.03,-1.101,0.097
2015-03-26,-0.1,-0.832,-1.142,-1.351,-1.804,-0.725,-0.825,-1.72,-1.056,-3.918,-2.151,-2.564,0.766,-1.221,-3.076,-0.709,-0.253,-1.148,-0.907,-0.338,-0.677,-1.748,-1.105,0.639,-0.289
2015-03-27,-0.398,-6.42,-7.57,0.507,0.495,-0.277,-1.283,-6.844,-1.343,0.177,-1.914,0.64,-0.181,-0.353,-0.793,-0.649,-1.437,-0.57,-0.215,-1.271,-0.454,-0.389,-2.148,-0.918,-1.644
2015-03-30,0.1,0,1.164,-0.101,1.828,0.101,1.444,-0.369,-4.991,1.416,4.442,0.848,1.595,2.037,1.599,0.327,-0.686,1.976,3.776,1.288,0.776,2.288,-1.054,-1.662,1.475
2015-03-31,-0.1,-0.494,-0.298,-1.212,-0.035,0.353,-2.041,-1.01,-0.184,-0.175,-3.021,-0.35,-0.607,-1.302,-1.462,-3.518,-1.554,-2.042,-0.312,-0.085,-0.815,-1.146,-0.976,-0.459,-0.872
2015-04-01,1.6,-0.248,-0.299,-6.646,1.934,0.679,-0.896,1.02,-0.515,-0.874,2.131,-1.266,1.472,1.231,1.56,0.743,-0.614,1.404,0.834,0,1.279,0.386,1.523,0.849,1.466
2015-04-02,-0.197,1.152,0.086,-0.602,1.423,-0.1,1.736,-0.673,0.74,-1.058,-3.692,0.712,-0.177,-0.956,0.899,-0.938,1.324,0.147,1.086,-0.848,0.361,0.385,1.5,0.481,1.156
2015-04-07,0.74,0.031,-0.214,2.479,0.768,1.075,1.898,1.458,1.212,0,2.083,1.132,1.063,1.491,0.334,1.556,-0.087,1.11,1.893,1.027,0.314,1.424,2.174,1.796,2.095
2015-04-08,1.371,-0.646,0.773,-0.43,0.265,-0.693,0.259,1.57,-1.379,1.07,-1.918,-0.28,1.999,-0.259,-0.74,-1.199,1.221,0.497,-0.351,0.508,-0.179,1.134,0.596,1.223,3.918
2015-04-09,0.531,0.155,1.15,0.054,1.356,0.996,0.329,-1.414,0.184,0.353,2.414,0.701,-3.301,0.607,0.969,-0.067,2.498,0.371,1.965,-6.655,0.179,1.388,0.423,1.046,1.526
2015-04-10,3.266,0.495,2.442,0,0.653,0.543,1.711,1.535,0.698,4.569,0.325,5.571,1.458,0.172,0.664,0.27,0.672,1.027,2.075,-1.173,0.537,-1.896,0.758,1.334,5.924
2015-04-13,0.047,1.754,0.206,1.349,0.972,0.564,-0.023,-0.559,0.219,0,3.24,2.507,-1.052,1.548,-1.027,-0.875,4.257,-0.02,0.097,-0.274,0.223,-0.429,1.421,0.227,-0.417
2015-04-14,-0.744,-0.544,0.902,-0.319,1.091,-3.78,-0.138,0.198,0.437,2.521,-1.295,-3.604,-0.142,0.169,0.445,1.29,5.604,-0.488,0.87,-0.275,-0.311,0.054,-1.814,-0.589,3.101
2015-04-15,1.78,-0.03,0.203,-0.107,-0.508,-1.724,-0.531,1.946,2.101,-0.82,-1.55,-1.469,0.568,-0.423,0.369,1.81,-1.744,0.511,1.246,1.286,-0.089,1.024,1.679,0.319,2.439
2015-04-16,-0.92,0.304,5.598,0.535,-1.053,-0.438,-1.346,-0.906,0.248,1.322,0.767,-1.491,1.693,0,0.698,-2.765,-4.784,-0.102,-0.379,0.635,-1.383,-0.373,-1.982,-0.976,1.508
2015-04-17,-1.486,-2.001,-1.306,-0.691,-2.677,0.259,-1.012,-0.784,-3.009,-2.284,-0.681,-1.651,-1.526,-2.462,-0.547,-4.333,-1.459,-7.406,0.095,-1.982,-1.765,-1.124,-3.538,-2.27,-1.72
2015-04-20,1.132,1.949,2.141,-0.589,2.055,0.155,0.404,-0.395,0.182,0.668,1.129,-0.699,0.564,1.044,-0.514,-0.637,-1.727,0.571,1.14,1.011,0.553,1.516,-1.485,0.188,-0.08
2015-04-21,0.559,0.516,3.354,-0.269,3.41,1.419,2.722,0.661,1.749,-2.985,3.67,3.38,1.401,1.292,2.877,0.712,1.925,0.24,0.469,-1.365,-0.092,1.6,0.621,0.492,0.478
2015-04-22,0,0.634,-0.184,-1.999,-4.209,-0.407,-5.3,0.525,-2.542,0,-1.847,2.316,0.345,-0.17,-1.757,-0.99,-2.217,-1.983,-2.43,-0.185,-4.448,-2.887,-1.674,-0.746,-2.456
2015-04-23,8.02,-1.05,1.071,-1.047,-1.082,-1.277,-2.433,-0.424,-6.503,-1.368,0.353,-2.73,0,1.618,-1.934,-5.714,-3.191,-1.067,-3.065,2.311,0.816,-1.027,-2.419,0.822,0.975
2015-04-24,2.318,0.879,0,2.061,0.431,2.561,2.843,-0.557,-1.415,2.253,0.312,-2.122,0.585,0.168,12.281,-2.955,2.082,-1.146,1.285,0,0.381,0.928,0.643,-0.21,1.046
2015-04-27,-0.671,2.194,0.987,-0.109,-0.198,0.101,-0.752,1.813,4.026,1.695,0.039,-0.699,0.103,0.586,-0.464,0.312,4.418,0.773,0.976,0,1.138,0.487,0.547,-0.093,0.717
2015-04-28,-2.28,4.824,0.145,-0.656,-2.712,-4.587,-2.003,-1.49,-1.034,-5.333,-1.518,-1.62,-2.222,-0.998,-2.93,-2.335,1.221,-1.264,-5.217,-0.361,-0.844,-9.962,-3.085,-2.709,2.53
2015-04-29,-2.204,-0.056,-1.59,-1.485,-2.821,-2.932,-3.067,-5.325,-2.129,-5.634,-3.439,-3.078,-2.238,-2.689,-2.847,-11.713,-0.241,-0.686,-3.976,1.179,1.56,-3.289,-6.367,-1.752,-3.392
2015-04-30,-1.105,1.319,0.22,-1.173,-0.07,-0.381,-1.055,0.833,0.593,-1.493,-0.696,-10.709,4.113,-1.036,3.284,-2.347,0.725,-0.23,0.106,-0.717,-0.186,0.247,3.4,0.171,1.357
2015-05-04,-0.045,1.496,0.77,1.638,1.995,-0.109,2.677,0.138,2.831,1.326,0.371,-2.647,0.584,-0.349,1.744,-0.555,0.56,0.208,0.477,0.361,0.187,1.049,3.191,1.488,1.496
2015-05-05,-1.207,-3.631,-1.2,-2.724,-1.716,-2.68,-2.785,-1.032,-2.256,-3.364,-4.517,-1.444,-3.005,-2.977,-2.05,-3.532,0.557,-2.44,-3.272,-1.529,-1.071,-2.869,-2.812,-3.917,0.776
2015-05-06,-0.452,1.615,0.478,-0.571,0.698,-1.405,-0.286,0.834,-1.448,0.58,-2.839,-1.466,0.352,-0.451,-0.343,3.854,-0.237,0.849,-1.418,-0.183,-0.518,-1.446,-0.096,-0.55,0.154
2015-05-07,1.136,-0.139,-0.256,0.632,0.139,0.456,1.645,1.034,1.985,2.692,0.974,4.199,0.877,0.816,0.379,-0.093,-3.093,0.538,1.273,-0.366,-0.662,0.893,-0.386,0.704,-1.23
2015-05-08,2.067,3.741,0.661,2.17,1.35,0.908,1.439,0.819,1.362,3.371,1.359,4.114,9.078,3.597,2.229,0.371,2.046,2.373,3.388,2.296,2.762,2.528,1.55,0.849,0.7
2015-05-11,0.396,-1.157,-0.219,0.615,1.025,1.237,-0.659,-0.44,-0.115,0.362,-0.952,0.726,0.829,0.608,-1.073,-3.33,-0.561,-0.045,-1.691,-0.449,0.278,-1.788,-1.431,-0.941,0.541
2015-05-12,-2.939,-1.661,-0.695,-1.444,-1.251,-2.36,-1.428,-0.782,0.423,-1.805,-2.751,-1.761,-0.854,-1.812,-0.068,-2.775,-0.323,-1.637,-3.065,-1.713,-0.693,-3.515,-0.968,-0.65,-1.998
2015-05-13,2.485,0.471,0.847,0.282,1.678,1.052,1.267,0.171,1.876,0.551,1.257,-0.244,0,0.527,-0.102,6.693,0.324,0.855,1.997,0.275,-0.419,2.733,0.587,0.252,2.118
2015-05-15,2.249,1.075,-0.073,-0.393,1.819,-0.141,1.047,0.615,-0.075,2.194,-0.222,-1.144,-0.223,1.311,1.189,2.675,-0.645,-0.069,0.653,-1.006,-0.047,1.963,1.361,0.653,-0.768
2015-05-18,0.259,-0.491,0.585,0.169,0.298,0.225,-0.885,0.204,-0.263,-0.716,-0.711,0.579,0.32,0.604,-0.906,-6.199,-0.325,0.505,0.054,1.664,0.468,-1.242,0.288,-0.898,-0.619
2015-05-19,1.849,-1.096,-0.581,0.451,2.243,0.591,0.944,-0.203,-0.339,4.865,2.865,3.862,2.932,0.429,2.27,-0.096,-0.489,1.575,3.294,1.364,0.605,3.962,1.338,3.271,7.321
2015-05-20,0.169,0.083,0.512,0.056,-0.065,-0.28,1.238,0.102,-0.151,1.375,1.784,1.978,-1.455,1.537,0.729,1.246,-0.491,0.562,2.823,-0.179,0.833,1.512,2.925,0.292,0.798
2015-05-21,-0.97,1.329,-0.473,1.906,-0.646,-0.953,-0.275,-0.17,0.038,-0.508,-0.47,3.336,0.157,0.421,0.395,0.852,0.329,0.156,-0.712,0.09,0.046,0.775,0.092,0.194,1.872
2015-05-22,-0.17,-2.076,0,-0.55,-0.715,-0.283,-0.15,-1.496,0.871,0.852,-0.601,-1.126,-2.07,1.34,0.164,-1.502,1.066,-0.424,0,0.09,-0.734,0.591,0.092,0.63,0.141
2015-05-25,-0.256,-0.167,-0.073,-1.77,-0.196,-0.653,-1.003,-1.312,-1.089,-1.014,-0.519,-0.911,0.32,0.165,-1.864,-0.095,-1.054,-1.008,-0.205,-0.359,-0.554,-1.705,-0.091,-1.253,-2.541
2015-05-26,-0.599,-1.565,-0.658,-1.971,-0.393,-1.029,-1.013,-1.154,0.683,-1.877,0.174,0.383,-3.097,-0.165,0.267,-2.195,-1.967,-0.566,-1.385,-0.72,-0.743,-0.778,0.183,0.073,-0.29
2015-05-27,0.731,1.107,1.251,0.862,0.56,-3.406,0.179,-0.708,0.716,0.174,0.304,3.588,1.417,0.992,2.127,2.341,0.585,0.137,1.457,-0.363,0.187,1.386,-1.371,0.853,-1.307
2015-05-28,-0.726,-1.151,-0.182,-0.569,0.164,0.777,-0.23,-1.033,-1.46,-0.174,1.081,-0.442,-3.021,-1.146,-1.757,-2.383,-0.665,-0.818,-0.769,-0.91,-0.467,-0.951,-1.483,-0.435,-0.957
2015-05-29,-0.215,-1.392,1.747,-0.802,0.229,0.979,-2.329,1.008,-0.38,0,-1.369,-1.628,-1.575,-1.573,0.696,-3.242,-2.51,-1.742,-1.55,-1.377,-2.206,-1.981,-4.045,-1.214,-2.377
2015-06-01,0.603,0.202,0.322,0,0.261,0.47,0.105,0.178,0.839,-0.696,2.082,0.376,0.681,0.168,1.48,-0.484,1.373,0.816,0.315,-0.186,0.864,0.122,0.49,0.098,2.055
2015-06-02,-0.129,1.466,0.499,0.115,-0.715,-1.403,0.942,4.662,0.113,-1.051,0.977,-0.675,0.406,-1.511,-0.065,1.724,-0.085,-0.254,-1.047,-0.373,1.713,-0.306,2.439,1.13,3.505
2015-06-03,-0.386,0.283,-0.39,0.173,-0.098,1.512,-1.348,-0.986,-0.34,0.885,-0.294,-0.604,0.64,1.449,0.097,7.378,1.61,0.371,0.053,1.03,0.468,-0.061,-0.19,0.559,-0.576
2015-06-04,-2.239,-1.102,0,-1.67,-1.377,0.204,-1.629,-2.37,-0.379,-1.754,-1.097,0.532,-2.743,-1.008,0.454,-4.085,-1.585,-0.116,-2.801,-0.556,0.466,-1.78,-1.24,-0.507,-2.246
2015-06-05,-1.013,-1.514,-1.568,-1.991,-2.061,-1.953,-0.187,-2.146,0.076,-1.786,-0.128,-2.644,-0.688,-2.207,-1.097,0.194,-0.678,-1.55,-0.979,-1.118,-1.529,-0.625,0,-1.214,-2.001
2015-06-08,-0.445,0.435,-0.471,-1.971,-2.512,-1.159,-0.08,-0.467,-2.814,-1.273,-1.196,-1.164,-0.104,-1.91,0.489,-2.609,-1.195,-1.198,-2.197,-0.66,-1.694,-2.579,-3.188,-0.27,-2.421
2015-06-09,-1.207,1.299,-1.273,0.609,-0.209,-1.444,-1.152,-0.939,-1.095,0.552,-2.032,-0.157,0.902,0.619,-1.201,0.595,1.813,-0.713,0.505,-0.474,-1.723,0.387,1.697,0.271,-0.388
2015-06-10,1.493,0.257,0.479,1.333,0.419,-0.427,2.385,-0.146,1.068,1.282,-1.456,1.101,3.333,1.143,0.427,2.663,0,1.054,2.291,1.144,0.244,1.158,2.748,2.31,3.969
2015-06-11,2.318,-1.194,0.11,1.016,0.73,0.858,1.482,-0.621,-0.157,0.904,0.672,0.156,-0.399,1.043,0.589,0.288,0.594,0.972,0.71,0.189,-0.049,0.572,-4.871,-0.937,0.15
2015-06-12,-1.133,-2.417,-0.293,-1.657,-0.69,-1.337,-1.565,-2.094,-0.039,-1.254,-1.246,-1.087,-0.568,0.172,-1.366,-4.215,1.18,-1.808,-1.518,0.094,-1.264,-1.96,-1.355,0.097,-2.691
2015-06-15,-0.926,-1.74,-0.955,-0.12,-2.188,-2.187,-1.802,-1.726,-0.157,-2.722,-1.892,-2.355,-0.806,-2.234,-1.022,-2.72,1.333,-1.554,-2.203,-1.128,0.098,-0.387,0.254,-0.484,-1.229
2015-06-16,0.934,1.05,0.667,0,0.568,0.976,-0.729,1.604,1.375,1.306,1.01,2.331,-1.016,0.703,0.7,1.974,-0.411,1.433,2.252,0.951,1.328,1.748,5.279,1.898,1.089
2015-06-17,0.309,-0.98,-1.142,0,-1.589,-1.434,-0.924,-1.466,-0.814,-0.921,-0.636,-0.628,-2.428,-1.134,-1.456,0,-2.23,-0.862,-2.093,-1.13,0.097,-2.163,-2.604,-0.717,-2.615
2015-06-18,1.714,0.33,2.31,1.024,0.144,0.633,-0.384,-2.937,1.211,0,1.235,0.395,1.367,-0.706,4.297,-1.169,1.774,1.038,1.181,0.095,0.339,1.495,0.792,-0.337,-0.474
2015-06-22,1.555,4.036,3.205,2.445,3.511,1.635,2.121,3.536,1.467,0.929,2.485,2.362,1.279,4.267,2.8,3.223,3.734,2.964,3.835,2.569,1.353,4.228,2.947,1.641,3.968
2015-06-23,0.681,2.184,1.2,-0.815,1.108,1.052,1.321,3.226,0.114,3.131,0.661,1.308,1.297,0.171,0.47,2.47,0.72,0.464,1.338,1.391,2.527,-0.43,-0.573,2.446,2.595
2015-06-24,0.845,1.547,0.767,-0.88,-3.697,-0.459,0.506,0.441,0.266,-0.536,-1.007,-1.063,-1.382,-0.596,0.592,-1.736,0.238,0.185,0.37,0.64,-1.023,-0.309,0.288,-0.371,-2.158
2015-06-25,-0.126,-0.665,0.9,-1.895,0.355,-0.523,0.159,-1.318,-2.16,1.436,0.221,-1.228,0.615,0.257,0.774,-2.218,-1.585,0.231,1.158,-0.818,-0.611,1.981,-0.574,0.628,4.563
2015-06-26,0.21,0.558,0.274,-0.06,1.098,0.896,0.635,0.371,0.116,0.531,3.311,1.01,-0.476,-0.171,0,0.462,-1.288,0.667,0.78,-0.458,1.371,0.486,1.347,-0.185,-1.091
2015-06-29,-1.8,-4.159,-2.12,-1.812,-2.348,-1.991,-1.865,-2.069,-1.199,-0.176,-1.752,-4.923,-2.696,-2.737,-1.66,-7.253,-4.16,-2.469,-3.562,-1.657,-1.119,-2.961,-3.039,-1.691,-2.794
2015-06-30,1.876,-1.504,-0.664,-1.968,-0.538,-2.438,-2.544,-1.396,-3.524,-1.764,-0.565,-1.456,-1.403,-1.319,-1.907,-2.671,-1.702,-0.984,-1.017,-1.217,-1.226,-1.183,-1.273,-0.99,-3.026
2015-07-01,1.004,0.822,0.492,0.439,1.804,0.929,0.549,2.411,0.365,1.616,-0.219,2.627,1.992,2.406,2.135,-3.054,1.472,1.562,1.028,0.758,1.242,0.315,-0.198,0.167,1.482
2015-07-02,0.87,0.291,0.805,1.749,-1.488,0.381,-1.585,-0.523,0.687,-1.413,-2.192,-2.64,-1.709,-1.741,-0.25,-3.744,0,0.047,-2.409,-0.941,-0.189,-1.256,-1.392,-1.711,3.459
2015-07-03,-0.698,-0.494,-2.604,-0.552,0.18,-0.158,-0.333,-1.127,-1.807,0.538,-0.941,-0.657,0.177,-0.62,-0.751,-2.657,-2.73,-0.163,-0.219,-0.855,-0.898,0.254,-0.655,-0.048,0.446
2015-07-06,-1.282,-3.415,0.178,-1.852,-1.113,-0.887,-1.922,-2.736,-1.35,-3.209,-1.357,-1.737,-0.035,-2.05,0.441,-4.532,-1.228,-0.84,-2.529,-0.67,-0.095,-2.157,-1.826,-3.241,-1.183
