#Date,Amer Sports A,Cargotec,Elisa,Fortum,Huhtamaki,Kesko B,Kone,Konecranes,Metso,Metsa Board B,Neste,Nokia,Nokian Renkaat,Nordea,Orion B,Outokumpu,Outotec,Sampo A,Stora Enso R,Telia,Tieto,UPM-Kymmene,Valmet,Wartsila,YIT
2017-02-13,2.278,1.159,-0.898,0.633,-0.628,0.022,1.209,2.731,2.095,0.969,-0.664,1.843,-0.49,0.263,0.676,2.042,4.304,-0.092,1.111,0.272,-0.196,0.447,0.806,0.463,0.445
2017-02-14,2.358,-0.17,0.388,0.07,0.181,-0.224,0.585,-0.196,-0.239,0.56,0.145,0.388,-1.012,-0.262,0.455,-1.451,0.176,-0.069,0,0.217,1.137,-0.623,0.667,-0.361,-1.848
2017-02-15,0.384,0.807,-0.032,0.07,8.711,-0.853,0.848,-2.776,0.446,0.318,0,0.472,2.099,0.525,0.065,1.117,-0.175,-0.161,2.797,-0.216,0.659,1.075,-1.523,-0.342,-0.301
2017-02-16,-3.23,-0.738,0.968,-0.07,-3.095,0.023,0.096,-2.509,-0.887,0.555,0.203,0.683,-1.569,0.174,1.466,-0.653,-1.756,-0.368,0,1.463,0.077,0.709,-1.21,0.121,0
2017-02-17,-1.405,-2.335,-0.192,-0.628,-2.196,-0.43,-0.048,-1.006,-1.618,-2.05,0.898,-0.339,0.055,0,-0.786,-2.83,-2.86,0.208,-0.194,-0.107,-0.115,0.088,-1.293,-0.645,-0.227
2017-02-20,0.223,1.478,1.248,0.984,0.204,-0.318,-0.24,0.777,0.245,0.886,-0.574,0.511,0.549,0,0.236,0.728,0,0.531,0.195,0.535,1.426,0,0.621,0.345,0.984
2017-02-21,-0.089,0.793,0.19,0.626,-0.058,0.114,0.072,1.898,0.524,1.437,0.289,0.889,1.448,0.174,0.598,0.62,1.564,0.574,-0.097,0.745,-0.266,0.704,0.274,0.162,1.574
2017-02-22,-0.489,-0.383,-0.126,-0.484,-0.146,-0.979,0,-0.611,-1.007,1.023,-0.23,0.294,-0.081,-1.91,-0.127,-0.924,-1.268,-0.046,-0.292,-0.106,-0.686,-0.262,-0.137,-0.605,-1.181
2017-02-23,-0.939,-0.619,0.316,0,0.058,0,-0.12,0.117,-0.702,-2.492,-0.519,0.502,0.647,-0.177,0.361,-1.45,-1.284,-0.023,-0.976,0.529,0.153,-1.489,0.684,-0.102,-1.419
2017-02-24,-0.271,-2.297,-0.598,-0.764,-1.282,-0.529,0.024,-2.515,-1.908,-1.597,-1.247,0.292,0.134,-0.798,-0.424,-2.943,-2.23,-0.548,-1.084,-0.263,0.613,-0.711,-2.175,-0.955,-1.288
2017-02-27,0.226,0.286,-0.539,0.91,0.236,-0.254,0.867,0.99,0.252,1.705,0.558,0.581,-0.722,-1.519,-0.532,0.65,1.141,-1.056,0.797,-0.685,0.228,0.313,0.417,-0.082,0.384
2017-02-28,1.174,0.526,0.255,0.555,0.265,0.417,0.931,0.862,0.216,0.958,-3.944,-0.124,0.027,0.363,-0.449,0.538,-0.188,-0.209,0.198,0.637,-0.114,0.089,0.554,-0.349,-0.306
2017-03-01,1.473,2.485,0.064,0.828,0.734,0.739,-4.094,0.059,1.362,0.87,2.707,1.902,3.043,0.995,1.44,3.692,3.107,0.93,2.465,0.844,0.76,2.63,4.474,2.102,0.307
2017-03-02,-0.352,0.191,1.429,2.396,0,-0.206,0.518,0.618,0.637,0.705,0.059,0.203,-0.366,-0.627,1.229,-1.703,0,0.484,1.251,0,-0.528,0.825,-0.856,-1.171,-1.223
2017-03-03,-0.441,-0.085,0.063,0.134,-0.466,-0.046,-0.196,-0.673,0.562,-1.868,0.414,0.769,0.21,0.991,0.356,2.835,0.548,0.023,-0.57,-0.209,-0.569,-0.388,0.066,-1.92,-0.077
2017-03-06,-0.665,-1.105,0.438,-0.334,-0.117,0.345,0.344,-0.707,-1.223,-0.714,-0.737,-0.683,-0.157,-0.357,1.126,-2.042,-0.454,-0.39,-0.669,-0.105,-0.038,-0.952,-0.398,-0.645,0.775
2017-03-07,0.402,3.158,0.467,-0.871,0.235,-0.572,-0.539,1.543,-0.283,0.16,0.416,-0.647,1.862,0.179,0.557,-0.365,4.562,-0.92,0.481,0.577,0.267,-0.087,0.667,0.168,1.537
2017-03-08,0.889,-0.25,-0.372,-1.284,-0.644,-0.553,-0.444,0.088,0.071,-0.478,0.089,-0.529,-0.798,0.268,-0.615,-0.366,-2.007,1.045,0.479,-0.835,0.076,-0.087,-0.265,0.105,0.379
2017-03-09,1.806,-0.772,1.401,-0.548,0.177,-0.347,-0.396,-1.197,-1.986,0,-0.295,1.31,-2.698,0.98,0.64,-3.465,-2.226,0.712,-0.858,0.368,-0.342,0.044,-0.73,-0.481,-2.036
2017-03-10,-2.25,-0.295,0.522,-1.17,0.823,0.837,-0.149,0.62,0.109,0.481,0.148,0.808,0,0.53,0.759,-1.088,-1.002,-0.297,-0.192,0.105,-0.038,-0.306,-0.067,-0.483,1.925
2017-03-13,-0.398,0.127,0,0.348,0.35,-0.784,-0.448,-2.437,0.217,0.08,0.296,0.16,0,0,0.081,3.079,2.116,0.069,1.541,-0.157,-0.878,-0.132,-0.268,0.654,2.341
2017-03-14,-0.133,-0.632,-0.153,-0.486,-0.261,-0.046,0.15,1.836,0.577,0,-0.914,-0.4,-0.24,-1.229,2.257,-0.107,-2.703,-0.892,2.657,-0.682,0.886,-0.044,0.94,-0.105,-0.812
2017-03-15,-0.979,0.87,-0.153,-0.279,-0.058,0,0.349,0.177,2.008,0.797,1.34,0.241,0.535,0.356,0,7.314,1.574,1.062,1.664,-0.158,-0.878,0.791,0.399,0.063,-0.595
2017-03-16,0.809,-0.357,0.919,0.07,0.087,-0.395,0.174,0.206,0.351,1.423,1.851,1.202,1.808,0.531,0.895,-0.995,0.365,1.302,0.818,0.899,0.385,0.915,-0.728,0.21,-0.449
2017-03-17,0.089,0.739,0.789,0.908,-1.835,0.303,0.124,0.824,1.821,0,-0.087,0.495,1.123,-5.022,1.478,-0.352,4.995,-0.023,0.812,1.52,0.767,0.691,-0.2,0.356,-2.782
2017-03-20,-0.178,0.838,-0.151,1.177,1.276,-0.209,0.273,-0.117,0.688,-0.078,-0.058,1.281,1.188,-0.835,0,-0.958,-0.087,0.09,-0.447,-0.052,0.609,-0.043,0,0.313,1.933
2017-03-21,-1.205,-3.012,-0.271,-0.753,-2.548,-0.793,-0.173,-2.923,-1.196,-1.248,2.08,-2.432,-2.246,-1.871,-1.262,-4.582,-2.424,-0.203,-2.156,-0.052,-0.946,-2.489,-1.003,-1.351,-1.821
2017-03-22,-1.536,-2.442,0.242,-1.793,-1.713,-0.564,-0.347,-0.873,0.069,-1.027,2.688,-0.937,0.601,-1.621,0.295,0.267,0.976,-1.016,-0.367,-0.465,-0.229,-0.44,-0.203,0.885,-0.232
2017-03-23,-0.642,2.108,0.513,0.913,0.092,0.756,1.815,1.762,2.073,1.277,0.524,0.403,1.635,1.841,-3.784,-0.692,3.691,-0.137,1.935,1.038,0.383,1.503,1.421,1.943,1.007
2017-03-24,-0.046,0.538,-1.14,0.07,-0.244,0.797,0.415,-3.164,-3.758,-2.916,-0.603,-0.601,-0.051,0.285,-0.55,0.054,-0.508,0.137,0.181,-0.051,-5.418,-0.087,-3.202,0.246,-0.767
2017-03-27,-3.741,-0.47,0.395,-0.209,-0.153,0.465,-0.365,-1.264,-1.688,-2.516,-0.8,1.15,-0.255,-0.664,-0.307,-3.749,-4.855,0.57,-0.903,0.154,0.121,-0.48,-1.309,-0.388,-0.077
2017-03-28,-0.624,0.58,0.393,0.836,0.399,0.648,0.098,0.781,0.608,-3.414,0.667,-0.857,0.461,0.573,0.617,0.612,0.627,0.091,0.091,0.154,0.886,0.219,1.397,1.108,-0.696
2017-03-29,1.159,-1.09,-0.361,0.553,0.428,1.45,-0.268,-0.279,0.391,-0.259,1.657,0.04,-0.586,-0.285,0,1.549,0.89,0.362,-0.182,0.051,0.719,0.306,0,0.609,-1.168
2017-03-30,-0.334,-0.065,0.091,0.55,0.761,0.386,0.024,0.994,0.921,-0.951,0.19,0.402,0.41,1.238,-0.245,-0.054,-0.529,0.135,0.729,0.41,0.476,-3.224,0.551,1.271,0.473
2017-03-31,1.437,0.281,0.121,1.367,0.694,0.994,0.611,2.43,-0.386,1.134,-0.868,0.721,-0.026,0.847,0.082,-0.381,0.798,0.225,0.271,0.357,0.75,-0.855,-0.205,-0.1,-0.627
2017-04-03,-0.094,-0.474,0.995,-0.877,-1.439,-0.671,0.607,0.24,0.141,1.812,1.094,-1.511,-0.511,-0.28,0.123,-0.656,-0.352,-0.652,0.451,-0.61,-0.078,-0.5,0,0.598,0.947
2017-04-04,0.378,1.104,0.09,-0.612,0.243,-4.212,0.918,0.539,-0.211,2.966,1.461,0.161,-0.154,-1.684,0.143,0.385,-1.324,0.498,0.09,-1.79,0.118,1.324,1.098,0.496,-1.642
2017-04-05,0,1.264,-0.955,-10.267,0,-0.752,0.407,-1.669,-0.564,3.704,0,-1.532,-1.235,0.666,0.306,1.92,0.089,-0.068,-0.539,-1.042,-0.117,-0.541,1.561,0.789,0.079
2017-04-06,0.565,-0.169,0.392,0.839,0.121,0.829,0.691,0,-0.922,1.111,-2.293,1.228,1.38,0.567,0.102,0.7,1.43,0.428,0.993,-2.211,-0.549,0.996,-0.802,0.587,1.112
2017-04-07,0.609,6.356,-5.522,-0.151,0,0.423,0.284,2.242,0.966,-0.628,0.3,0.121,0.051,-0.564,0.183,-0.107,0.793,-0.112,1.519,-0.646,0,0.897,1.078,0.389,-0.628
2017-04-10,-0.558,-1.155,0.127,-0.682,0.061,0.023,0.212,1.423,0.319,-0.237,0.49,1.171,0.745,0.095,0.284,0.268,0.524,0.202,0.176,0.271,0.039,-0.089,-0.333,1.066,0.474
2017-04-11,-0.468,-0.746,-0.73,-0.229,-0.879,-0.14,0.495,-0.935,0.495,0.238,-0.569,-1.557,-3.16,-0.189,-0.243,-1.708,-0.957,0.202,-1.054,1.243,-0.236,0.089,0.201,-0.863,4.957
2017-04-12,1.693,1.726,1.886,0.612,1.681,0,0.867,0.059,0.492,1.027,1.607,0.933,0.263,0.662,0.973,-0.869,0,0.783,0.355,0.374,0.948,-0.4,7.143,1.354,2.399
2017-04-13,-0.462,-0.1,-0.157,-0.456,-1.142,-0.375,0.999,-0.767,-0.42,0.235,0.67,-0.603,-0.394,-1.034,0.321,-0.383,8.516,-0.133,0.531,-0.797,-0.43,0.223,1.682,0.477,0.659
2017-04-18,0.046,-0.979,-0.251,-1.45,-0.851,-0.071,-0.966,-1.664,-2.67,-1.482,-0.506,-1.657,0.527,-0.095,-1.021,-3.738,0.243,0.022,-1.056,0,-0.55,-0.757,-1.348,-0.76,-1.818
2017-04-19,0.836,-0.182,-0.283,-0.93,0.276,1.459,-0.023,-0.363,0.144,-0.317,0.134,-0.329,-0.183,0.856,0.182,1.656,-0.323,-0.245,-0.534,0.589,-0.079,-0.942,1.304,-0.861,-0.815
2017-04-20,0.276,1.678,0.537,0,2.294,0.626,1.324,0.061,0.577,1.033,1.523,1.113,0.105,0.566,0.424,3.315,1.538,0.869,1.789,0.32,0.712,1.042,0.858,2.703,1.643
2017-04-21,-1.699,-2.227,-0.22,0.078,-0.598,0.392,-0.367,0.909,0.681,0.236,-1,-1.468,0.735,0.562,-0.563,-0.435,3.429,0,-0.088,-0.478,-1.296,-0.045,-0.061,-0.94,-3.6
2017-04-24,0.28,3.497,0.63,1.641,2.677,0.459,3.038,4.505,4.45,1.098,-0.452,2.276,2.057,2.33,1.011,3.714,5.243,2.519,2.551,1.974,2.625,3.632,2.494,1.898,-0.152
2017-04-25,-1.025,-0.491,-1.126,-0.077,0.469,0.708,-1.117,-0.805,5.692,0.776,-0.374,0.688,-0.868,0.182,0.48,2.58,0.366,0.366,2.316,0.209,-0.426,7.096,-1.306,1.955,0.763
2017-04-26,0.047,5.726,0.38,0.692,0,-0.477,-0.361,0.521,5.127,0.385,1.019,-0.04,0.901,-1,3.287,0.565,1.46,0.537,0.251,0.261,0.389,0,1.924,0.457,0.455
2017-04-27,0.282,2.894,0.189,1.681,5.073,-2.189,-2.879,5.908,0.245,-0.307,-4.22,4.343,0.638,0.092,0.964,-10.822,-1.439,-0.79,-5.602,-1.302,9.112,-1.333,-0.059,1.182,10.784
2017-04-28,-4.55,-0.635,-1.605,0.376,-1.276,0.28,-1.821,4.844,0.765,0.308,3.879,1.156,0.127,3.578,0.573,0.916,-0.365,-5.296,-3.277,-1.161,2.381,-0.778,-1.24,0.449,-1.021
2017-05-02,-0.835,-1.644,2.271,2.246,1.546,0.349,1.26,-0.779,1.124,1.457,1.254,2.286,1.468,1.063,3.134,-4.935,2.125,0.727,0.549,1.121,1.319,1.279,2.331,0.894,-0.825
2017-05-03,0.595,-2.507,0.5,0.512,0.581,-0.371,-0.564,-2.145,0.39,-2.419,0.606,0.279,-5.664,1.227,0.829,-2.566,-4.304,0.158,-0.82,0.422,-0.206,-1.182,-1.285,-0.798,-0.416
2017-05-04,0.542,0.667,1.836,1.092,0.11,-0.07,0.307,3.823,-1.077,-1.162,0.471,1.95,1.243,0.606,1.918,-3.674,-10.195,1.082,0.459,0.789,0.309,0.577,0.296,-0.089,0.348
2017-05-05,1.127,0.473,1.13,-0.072,-0.082,0.489,0.33,-1.339,-1.119,5.016,0.73,1.821,0.784,0.172,-0.269,1.844,1.085,1.85,1.371,0.678,1.266,0.656,0.649,-0.716,-0.347
2017-05-08,0.242,-0.847,-0.06,0.072,-0.853,1.181,-0.892,0.235,-1.988,-0.075,-1.113,0.179,-0.13,-0.773,0.719,-3.683,-3.468,-0.197,-0.631,0.777,0.101,-0.53,-0.703,-1.622,1.253
2017-05-09,0.048,0,1.239,-0.288,-0.25,1.465,1.136,0.234,-0.062,2.838,-1.282,1.339,-0.882,0.173,0.892,0,2.994,-0.219,0.907,0.617,0.304,0.45,0.649,0.275,3.851
2017-05-10,-0.048,0.095,0.269,0.072,-1.252,0.361,-0.023,-1.299,-0.999,-0.944,0.318,-0.705,0.55,0.173,0.619,-1.361,-2.907,0,2.338,-0.511,-1.784,0.734,0.587,-0.457,-0.993
2017-05-11,1.643,0.474,-0.238,-0.217,-0.394,-0.584,0.023,0.605,-1.009,-0.513,-0.396,-0.621,-1.146,0.345,0,-5.322,-0.428,-0.022,0.264,0.668,0.446,-0.081,0.816,-0.183,-0.201
2017-05-12,-1.854,-0.944,0.866,-0.072,-0.481,0,0.655,-1.256,-1.274,-1.4,-0.133,0.714,-1.106,0.172,0.703,-1.804,-0.086,-0.923,0.088,1.071,-0.751,-0.486,-2.198,-1.103,-2.815
2017-05-15,-0.581,0.953,-0.178,-0.072,0.369,1.04,-0.163,-0.132,0.129,0.523,0.558,0.621,0.559,0,0,2.756,1.892,0.133,0.525,0.101,0.481,0.814,1.538,0.279,0.759
2017-05-16,1.17,3.399,0.8,0.725,-0.255,0.984,0.023,1.459,1.192,0.669,-0.66,-0.088,-0.503,-0.773,0.175,-3.37,0.759,-0.177,0.871,0,0.65,0.161,1.165,0.834,0.548
2017-05-17,-3.516,-3.47,-0.353,-0.935,-2.214,-1.285,-1.56,-3.974,-3.631,-1.92,-0.08,-2.293,-0.479,-1.298,-1.655,-0.142,-3.015,-1.532,-1.9,-0.454,-1.394,-1.169,-2.994,-3.86,-2.859
2017-05-18,-0.649,-1.892,-0.767,0.073,-0.668,-1.167,1.183,-0.762,-1.19,-1.205,-0.665,-0.361,0.294,0.701,-0.886,-0.499,-1.123,0.18,-2.201,-0.608,-0.896,-1.427,-0.712,-0.86,-0.841
2017-05-19,3.166,2.893,1.279,1.306,1.929,1.226,0.585,3.567,2.207,2.134,-0.375,0.815,-0.267,2.089,0.536,1.719,3.144,0.923,0.9,0,0.417,2.193,1.674,2.025,4.452
2017-05-22,1.51,0.094,2.115,1.504,-0.688,-0.067,0.604,-0.026,-0.982,0.821,0.054,-0.809,0.455,-0.853,0.178,3.169,0.085,-0.334,-0.535,2.192,1.247,-0.486,-0.823,-0.095,1.827
2017-05-23,-1.008,0.749,0.403,0.565,2.396,0.382,0.208,0,1.52,1.85,0.779,6.431,-0.266,0.516,1.065,-1.092,1.1,0.895,1.166,0.299,-0.137,0.325,1.363,0.662,2.525
2017-05-24,0.921,0,0.917,-0.561,0.141,0.089,1.798,-0.874,-0.195,0,-0.213,-2.553,0.801,0.171,0.439,3.313,0.837,0.2,0.887,1.343,0.171,1.5,1.17,-0.47,-0.518
2017-05-26,0.144,-0.372,0.284,0.423,-0.704,0.737,0.113,-0.775,-0.098,0.799,-1.63,0.175,-0.159,-0.683,0.787,-1.47,0,-0.199,0.615,0.343,-0.103,0.799,0.983,0.283,-0.326
2017-05-29,0.767,-0.373,0.085,-0.422,-0.028,0.067,0.113,-0.323,0.033,-0.288,-0.353,-0.697,-1.061,-0.172,-0.52,0.475,0.415,0.421,-0.175,0.098,0.377,-0.198,-0.229,-0.377,0.588
2017-05-30,-0.381,-0.562,-1.075,-0.071,-1.049,1.441,-0.384,-0.811,-0.065,0.072,-1.445,-0.615,0.188,-0.431,-0.174,-0.27,-1.736,-0.64,0.175,-0.342,0.375,0.556,-0.631,0.284,-0.65
2017-05-31,-1.338,-0.188,-0.886,0.141,-0.889,1.027,0.068,0.082,-1.11,-1.879,-2.102,-0.265,-2.649,-1.125,0.611,-4.195,-2.187,0.511,-1.659,0,-1.257,-0.869,0,-0.377,-1.504
2017-06-01,1.065,0.566,2.106,2.116,1.938,0.779,-0.227,0.926,0.627,0.515,1.441,2.657,0.467,0.175,0.781,1.412,1.978,0.84,0.355,0.784,-0.551,0.837,1.155,2.081,1.527
2017-06-02,1.917,3.471,-0.48,-0.069,1.106,1.695,1.363,1.214,1.51,0.513,-1.281,0.604,0.766,-0.786,0.258,-0.418,1.265,0.044,0.442,-0.681,-0.45,0.395,0.171,0.556,-0.131
2017-06-05,0.141,-1.088,-0.341,-0.276,0.14,-0.401,-0.762,-0.986,-1.293,1.239,-1.975,-0.429,-0.679,0.088,-0.773,0.35,-0.167,-0.701,0.881,-0.881,-0.73,-0.079,-1.368,-1.935,-0.458
2017-06-06,-1.455,-1.283,0.085,0.485,1.065,0.169,-0.203,-1.05,0.491,-0.36,0.086,-0.861,0.027,-0.352,0.173,1.324,0.334,-1.39,0.611,-0.247,-1.015,0.354,0.116,0.094,-0.197
2017-06-07,-0.095,0.279,-0.057,0.345,0.083,0,1.494,0.653,0.717,0.723,0.115,1.043,0.847,0.441,0.432,1.513,0.166,0.895,0.26,-0.347,-0.814,0.353,1.212,0.188,-0.33
2017-06-08,-0.095,-0.741,-1.224,-0.412,-1.607,-1.184,-0.268,0.054,0.421,-2.009,-0.115,-0.258,-1.057,0.088,-1.721,1.084,0.913,-0.2,-0.087,-0.646,0.392,-0.156,-1.14,-0.656,-0.661
2017-06-09,1.718,1.493,0.375,-0.138,0.253,0.835,1.073,1.702,1.386,0.878,0.316,0.172,0.575,0.878,1.576,0.335,2.549,1.445,2.86,0.35,-0.284,1.097,1.153,1.321,1.065
2017-06-12,0.939,-1.654,-0.488,-1.382,1.039,-0.552,0.841,-3.559,-1.303,-1.379,-1.261,-2.238,0.844,-0.696,-2.414,-1.87,-2.967,-0.241,-1.685,-0.15,-1.14,-1.085,-3.82,-1.955,-1.252
2017-06-13,2.325,1.589,0.866,0.07,1.084,0.555,2.501,1.79,1.578,1.177,1.365,0.968,0.81,-0.088,0.53,0.136,8.182,0.11,0.6,0.549,2.198,0.823,2.134,1.614,1.067
2017-06-14,3.544,0.276,0.315,0.14,0.247,-0.318,0.385,-1.326,-1.49,-0.727,-0.172,-0.697,-0.804,-0.088,1.23,-4.691,-3.743,0.307,-0.767,0.149,-0.317,-1.049,-1.335,-0.28,0.594
2017-06-15,-0.702,-0.275,-1.426,-0.49,-1.125,-0.426,-0.938,-0.795,-1.641,-2.125,-0.143,-0.088,-1.269,-0.088,-0.781,-4.494,-2.619,-1.05,-1.373,-1.289,0.035,-0.393,-1.059,-0.75,-1.837
2017-06-16,2.077,2.76,1.418,-0.141,0.915,-0.941,0.108,2.349,1.636,1.796,2.011,0.527,0.848,0,-1.925,-1.344,-1.793,2.188,3.046,0.954,1.662,1.734,2.497,4.438,0.936
2017-06-19,-0.13,3.223,1.027,1.196,-1.127,1.252,1.183,4.591,3.026,2.868,0.93,1.311,1.356,0.967,1.07,3.407,1.577,0.973,2.787,0.299,-0.139,2.092,0.116,0.633,4.636
2017-06-20,-0.303,-0.173,-0.988,0.348,-0.334,0.256,0.191,1.42,-3.719,-1.001,-0.335,-0.173,-0.749,-1.305,-0.441,-1.025,-2.859,-0.707,-0.904,-0.496,-1.428,-1.594,-0.058,-1.168,-4.684
